id,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,SIU_INGroup,informational_use,SIU_1,SIU_2,SIU_3,entertainment_use,OEP_1,political_efficacy,OEP_2,OEP_3,OEP_4_Data,OEP_4,OFEP_1,OFEP_2,OFEP_3,OFEP_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party
159,3,"1, 2, 4",1,1,0,1,0,0,4,"1, 2, 3, 4",4,4,4,4,4,5,5,3,3,4,1,1,1,0,0,,0,25,13,5,1,2,1,13,1,1
160,3,6,0,0,0,0,0,1,2,2,1,4,5,5,4,3,5,4,4,5,"1, 3",2,1,1,0,1,0,24,8,4,1,2,4,8,3,1
161,2,"2, 4, 5, 6",0,1,0,1,1,1,3,"2, 3",2,5,5,1,5,5,5,3,4,5,2,1,1,0,0,0,0,22,10,4,1,1,1,10,1,1
162,3,"1, 4",1,0,0,1,0,0,3,"1, 2, 4",3,5,2,4,4,5,4,2,2,2,1,1,1,0,0,1,0,25,8,4,5,2,4,8,3,1
163,2,"1, 2, 4",1,1,0,1,0,0,3,"2, 3",2,3,4,1,4,4,5,1,1,1,2,1,0,0,0,0,0,26,10,5,5,2,3,10,1,1
164,3,"1, 5, 6",1,0,0,0,1,1,2,"2, 3, 4",3,3,2,1,4,4,4,1,4,1,1,1,1,0,0,,1,20,1,0,1,1,2,9,1,4
165,1,2,0,1,0,0,0,0,3,"1, 2, 3, 4",4,2,4,2,1,1,5,1,1,3,2,1,0,0,0,0,1,27,13,4,4,3,1,13,1,1
166,2,"1, 2, 5",1,1,0,0,1,0,1,"1, 2, 3, 4",4,5,5,4,5,3,5,3,3,1,1,1,0,0,0,1,0,28,13,4,4,2,1,13,1,1
167,1,"1, 2, 5",1,1,0,0,1,0,1,"2, 4",2,5,5,3,5,3,4,5,5,5,3,1,1,0,0,1,0,34,10,5,5,2,1,10,1,1
168,3,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,4,"2, 3, 4",3,5,5,4,5,4,5,5,5,5,1,1,1,0,0,0,1,22,10,0,1,1,1,10,1,1
169,2,"1, 2, 5",1,1,0,0,1,0,1,"2, 3, 4",3,3,4,2,3,3,2,4,4,3,1,1,0,0,0,,0,22,10,4,1,1,1,10,1,1
170,3,6,0,0,0,0,0,1,2,3,1,3,3,3,4,3,3,3,4,3,2,1,1,0,0,1,1,22,10,4,4,2,4,10,3,1
171,1,"1, 5",1,0,0,0,1,0,2,3,1,5,4,3,5,3,3,3,4,3,2,1,0,0,0,0,1,35,13,2,3,1,1,13,1,1
172,3,"1, 2, 5",1,1,0,0,1,0,2,"1, 2, 3, 4",4,1,5,2,2,4,4,1,1,1,2,1,0,0,0,0,1,35,10,4,7,4,1,10,1,1
173,2,"1, 4",1,0,0,1,0,0,2,"1, 2",2,3,5,1,3,3,4,1,3,3,2,1,0,0,0,0,0,24,12,4,5,2,3,12,1,4
174,2,"1, 2, 3, 4, 5",1,1,1,1,1,0,2,"1, 2, 3, 4",4,5,5,5,5,1,1,4,5,5,3,1,1,0,0,,0,28,10,5,5,2,4,10,3,4
175,3,"1, 2, 6",1,1,0,0,0,1,2,"1, 2, 3, 4",4,4,4,1,5,5,4,4,3,4,3,1,0,0,0,,1,47,13,5,1,2,1,13,1,4
176,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,3,"1, 2, 3, 4",4,3,4,1,3,5,4,1,3,2,1,1,0,0,0,0,0,19,13,0,1,1,1,13,1,1
177,2,"3, 4, 5",0,0,1,1,1,0,4,"1, 2",2,4,5,4,5,3,5,3,3,3,1,1,0,0,0,0,1,23,10,4,2,1,1,10,1,1
178,3,"1, 2, 5",1,1,0,0,1,0,1,"1, 2, 3",3,3,1,1,5,1,1,4,4,1,2,1,0,0,0,0,0,21,2,4,4,2,3,2,2,1
179,1,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,1,4,1,5,5,4,5,4,4,1,4,4,1,1,0,0,0,,0,43,10,4,2,1,1,10,1,1
180,2,"1, 2, 4, 5",1,1,0,1,1,0,3,3,1,4,4,4,4,1,5,1,4,1,1,1,0,0,0,1,0,23,10,4,7,3,3,10,1,1
181,2,1,1,0,0,0,0,0,2,"1, 2, 3, 4",4,5,3,3,4,4,2,3,4,1,1,1,0,0,1,0,0,18,10,3,1,1,1,10,1,4
182,1,5,0,0,0,0,1,0,2,2,1,5,5,5,5,4,5,3,3,3,2,1,0,0,0,0,0,61,9,3,2,1,3,10,1,2
183,3,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,3,"3, 4",2,3,5,5,3,5,5,2,3,1,2,1,0,0,0,0,0,24,8,4,2,2,3,8,1,1
184,3,"1, 2, 3, 5, 6",1,1,1,0,1,1,3,"1, 2, 3, 4",4,4,5,3,4,5,3,4,4,4,1,1,1,1,0,1,1,21,10,3,1,2,1,10,1,1
185,3,6,0,0,0,0,0,1,1,4,1,4,4,1,4,5,5,3,4,4,1,1,0,1,0,,0,23,10,0,1,1,3,10,1,1
186,2,"1, 2",1,1,0,0,0,0,1,"1, 2",2,3,4,1,3,3,1,1,3,1,2,1,0,0,0,,0,22,7,0,7,1,3,7,2,1
187,3,"1, 2, 4, 6",1,1,0,1,0,1,3,"1, 2, 3, 4",4,3,4,2,5,4,5,3,5,3,2,1,1,0,0,1,0,23,8,4,1,1,1,10,1,1
188,1,"1, 2, 4, 5, 6",1,1,0,1,1,1,1,2,1,4,5,4,5,4,4,4,5,5,1,1,0,0,0,0,0,57,13,6,5,2,1,13,1,1
189,3,"1, 2, 4, 5",1,1,0,1,1,0,2,"1, 2, 3",3,1,2,4,4,3,5,2,4,1,2,1,0,0,0,0,1,17,10,3,1,1,3,10,1,1
190,2,6,0,0,0,0,0,1,2,2,1,3,4,4,5,4,3,3,3,2,1,1,1,1,0,1,0,24,13,5,1,2,1,13,1,1
191,3,"1, 2, 6",1,1,0,0,0,1,2,"2, 4",2,5,5,1,4,5,1,1,3,1,1,1,0,0,1,,1,36,9,4,5,2,3,7,2,3
192,3,"1, 2, 4, 6",1,1,0,1,0,1,2,"2, 3, 4",3,4,5,3,4,5,5,3,3,3,1,1,1,0,0,0,0,20,10,0,1,2,4,10,3,1
193,3,6,0,0,0,0,0,1,3,3,1,4,4,2,4,5,4,1,2,1,1,1,0,0,0,,0,28,10,5,5,2,4,10,,1
194,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3, 4",4,3,5,4,5,5,5,5,5,1,1,1,1,1,1,1,0,25,8,4,1,1,3,8,1,1
195,3,"1, 2, 4, 5",1,1,0,1,1,0,2,"1, 2, 4",3,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,31,11,4,7,2,4,11,3,1
196,2,"1, 2, 4, 5",1,1,0,1,1,0,4,"2, 3, 4",3,4,4,1,4,4,4,5,5,5,1,1,1,0,0,0,0,27,8,5,5,2,4,8,3,1
197,3,6,0,0,0,0,0,1,2,"2, 3",2,3,1,1,1,5,5,1,3,1,1,1,0,0,0,,1,21,13,0,1,1,1,13,1,1
198,3,1,1,0,0,0,0,0,1,2,1,4,5,4,5,5,5,5,5,3,1,1,0,0,0,0,0,29,10,0,5,2,3,10,1,1
199,3,"1, 2, 4, 5",1,1,0,1,1,0,2,2,1,5,4,1,5,4,3,1,1,1,"4, 2",2,0,0,0,1,0,20,13,4,1,1,1,13,1,1
200,3,"2, 5, 6",0,1,0,0,1,1,3,"2, 3",2,4,5,2,5,5,4,4,3,3,1,1,1,0,0,,0,23,10,4,1,2,1,10,1,1
201,3,"1, 2",1,1,0,0,0,0,2,"2, 3",2,5,5,5,5,5,4,4,5,5,3,1,0,0,0,1,0,39,10,4,5,1,1,10,1,3
202,3,"1, 5",1,0,0,0,1,0,1,"1, 2, 3",3,4,2,1,5,2,1,2,2,1,2,1,0,0,0,0,0,50,7,5,7,5,1,13,1,4
203,3,"2, 4, 5, 6",0,1,0,1,1,1,1,3,1,4,5,3,5,5,5,4,4,4,3,1,1,0,0,0,0,16,2,3,1,1,3,2,2,1
204,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,1,"1, 2, 3",3,5,5,3,5,4,5,5,5,5,"1, 3",2,0,0,0,,0,38,13,4,4,4,1,13,1,1
205,3,1,1,0,0,0,0,0,3,"1, 2, 3",3,4,4,2,4,4,4,1,3,2,2,1,1,1,1,1,0,28,10,4,4,2,1,10,1,1
206,3,"1, 2, 3, 4",1,1,1,1,0,0,2,"1, 3",2,4,5,4,4,5,3,1,5,3,2,1,0,0,0,,1,31,9,4,7,2,4,9,3,2
207,2,"1, 4, 5",1,0,0,1,1,0,1,3,1,5,1,1,1,1,2,1,4,1,2,1,1,0,0,1,1,25,13,3,5,1,3,13,3,4
208,3,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,2,"1, 2, 3, 4",4,4,5,4,5,5,4,3,4,3,1,1,1,0,0,0,0,23,1,4,7,4,1,10,1,1
209,3,"1, 2, 3, 5",1,1,1,0,1,0,3,"1, 2, 3, 4",4,5,5,4,4,4,4,4,5,4,1,1,1,0,0,,0,24,1,4,5,4,1,13,1,1
210,3,"1, 2, 4, 5",1,1,0,1,1,0,1,3,1,5,5,4,4,4,4,1,1,1,2,1,0,0,0,0,0,40,13,4,2,2,1,13,1,2
211,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3, 4",4,3,5,1,5,3,3,1,3,1,1,1,0,0,0,,0,28,8,4,5,2,3,3,2,4
212,1,"1, 2",1,1,0,0,0,0,2,2,1,5,5,4,4,5,3,3,4,3,2,1,0,0,0,1,1,50,10,6,5,2,1,10,1,4
213,3,5,0,0,0,0,1,0,3,3,1,4,4,5,5,4,5,1,3,4,2,1,1,0,0,0,0,23,8,4,4,2,1,10,1,1
214,3,"1, 3, 4, 5, 6",1,0,1,1,1,1,4,"2, 3",2,4,1,4,4,4,3,4,4,4,1,1,1,0,0,1,1,16,13,3,1,1,3,13,1,1
215,2,6,0,0,0,0,0,1,2,"2, 3",2,2,4,4,3,5,4,1,2,1,2,1,0,0,0,0,0,23,10,5,1,1,2,10,1,1
216,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3, 4",4,3,3,2,5,4,5,4,3,3,2,1,0,0,0,0,1,24,10,0,1,1,1,10,1,1
217,2,"1, 5",1,0,0,0,1,0,1,"1, 2",2,5,1,1,4,2,1,2,4,1,1,1,0,0,0,,0,30,10,4,5,2,2,10,3,1
218,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,4,"2, 3, 4",3,3,4,2,3,5,3,1,3,1,1,1,0,0,0,,1,18,7,0,1,1,4,7,4,3
219,3,"1, 2, 3, 4, 5",1,1,1,1,1,0,3,"1, 2, 3, 4",4,4,4,4,5,4,5,4,5,5,1,1,1,0,0,0,1,23,10,4,1,2,3,10,1,4
220,3,6,0,0,0,0,0,1,2,"1, 2, 3",3,4,4,1,4,5,4,4,4,4,1,1,0,1,0,1,0,26,12,4,7,4,3,12,1,1
221,3,"1, 4, 5",1,0,0,1,1,0,0,"2, 3",2,5,2,1,3,4,3,4,2,1,2,1,0,0,0,,0,26,10,5,5,2,1,10,1,1
222,3,"1, 2, 5",1,1,0,0,1,0,2,"1, 2, 4",3,4,4,1,4,5,1,4,3,3,1,1,0,0,0,,0,36,8,4,5,2,3,10,1,1
223,2,"1, 2, 4, 5, 6",1,1,0,1,1,1,3,"1, 2, 3, 4",4,5,5,2,5,4,4,2,4,4,1,1,0,0,0,,0,33,14,4,4,5,1,13,1,1
224,3,6,0,0,0,0,0,1,2,3,1,4,1,1,4,5,4,1,4,4,1,1,0,0,0,0,1,33,9,4,7,5,4,3,4,1
225,3,"1, 2, 3, 4, 5",1,1,1,1,1,0,2,"1, 2, 4",3,4,4,4,5,1,4,5,4,4,"1, 3",2,1,1,0,0,1,36,10,3,7,3,1,10,1,1
226,1,"1, 2, 4, 5",1,1,0,1,1,0,1,"1, 2, 3, 4",4,5,3,1,3,3,2,5,5,5,1,1,1,1,0,0,1,21,1,4,7,2,3,10,1,1
227,2,"1, 5, 6",1,0,0,0,1,1,1,"1, 2, 3, 4",4,5,1,1,1,5,1,3,3,3,2,1,1,0,0,,1,35,13,5,4,5,1,13,1,4
228,2,"1, 2, 5",1,1,0,0,1,0,3,"1, 2, 3",3,3,4,1,4,5,1,1,4,1,1,1,1,0,0,,0,23,10,4,7,2,1,10,,1
229,3,6,0,0,0,0,0,1,2,3,1,2,1,1,4,5,1,1,1,4,1,1,0,0,0,1,1,40,13,4,7,2,1,13,1,4
230,3,6,0,0,0,0,0,1,4,"1, 2, 3, 4",4,3,3,2,4,5,3,3,4,4,1,1,1,0,0,,0,30,10,5,5,2,3,7,2,4
231,2,"1, 2",1,1,0,0,0,0,3,4,1,5,4,4,1,2,2,3,4,1,1,1,1,0,0,,0,21,8,0,1,1,3,8,1,1
232,2,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,2,"1, 2, 3, 4",4,3,2,4,4,5,4,3,3,3,1,1,1,0,0,,1,28,10,4,4,2,1,10,1,1
233,3,"1, 2, 4, 6",1,1,0,1,0,1,3,"2, 3",2,4,3,1,4,5,5,1,3,3,1,1,1,0,0,,1,21,5,0,4,2,3,5,2,1
234,3,"1, 2, 5, 6",1,1,0,0,1,1,1,"2, 3, 4",3,2,2,1,4,2,4,2,4,1,2,1,0,0,0,,0,23,13,3,1,1,1,13,1,4
235,2,"1, 2, 6",1,1,0,0,0,1,3,"1, 2, 3, 4",4,3,5,1,4,4,4,3,3,4,2,1,1,0,0,,0,22,10,5,1,1,3,10,1,1
236,2,"1, 2, 5, 6",1,1,0,0,1,1,2,2,1,3,5,1,5,5,1,1,1,1,2,1,1,0,0,,0,27,10,5,5,2,1,10,3,1
237,1,"1, 2, 5",1,1,0,0,1,0,1,"2, 3",2,5,5,1,5,2,2,1,4,2,2,1,0,0,0,,0,44,6,5,5,2,1,13,1,1
238,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,4,"2, 3",2,5,5,3,4,4,5,4,4,3,2,1,1,1,1,0,0,22,5,4,1,1,3,1,2,1
239,2,1,1,0,0,0,0,0,2,2,1,2,2,1,5,1,1,2,4,4,1,1,0,0,0,0,0,45,10,5,5,2,3,8,1,1
240,3,6,0,0,0,0,0,1,3,2,1,4,5,1,4,5,5,1,3,1,2,1,0,0,0,,0,24,10,4,3,2,1,10,1,1
241,3,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,2,"1, 2, 3, 4",4,5,4,4,5,4,4,4,4,3,2,1,1,0,0,0,0,37,13,5,5,2,3,5,2,1
242,1,"1, 4",1,0,0,1,0,0,1,"1, 2, 3, 4",4,4,4,1,5,1,5,4,4,4,1,1,1,0,0,0,1,24,5,4,7,3,3,14,1,1
243,1,"2, 4, 5",0,1,0,1,1,0,2,"1, 2, 3, 4",4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,1,0,25,13,5,4,2,1,13,1,1
244,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,4,"2, 3",2,1,5,1,2,5,4,1,4,1,2,1,0,0,0,0,0,29,13,4,5,2,1,3,2,4
245,2,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,3,"2, 3, 4",3,5,5,4,5,5,5,5,5,5,1,1,0,0,0,1,0,35,13,4,4,4,1,13,1,1
246,3,4,0,0,0,1,0,0,3,4,1,3,3,3,5,5,4,4,4,4,1,1,1,0,0,,1,34,9,4,5,2,3,11,1,1
247,3,"1, 5, 6",1,0,0,0,1,1,3,4,1,5,5,5,2,5,5,5,5,5,3,1,1,0,0,1,1,25,10,4,5,2,4,10,3,1
248,1,"1, 5, 6",1,0,0,0,1,1,2,"1, 3, 4",3,4,3,3,5,4,4,4,5,4,1,1,1,1,0,1,1,28,10,4,7,2,4,10,3,1
249,3,"1, 2, 4, 6",1,1,0,1,0,1,3,"1, 2, 3, 4",4,1,5,3,4,4,5,4,4,4,1,1,1,0,0,,1,28,10,5,5,2,3,9,1,1
250,3,"1, 6",1,0,0,0,0,1,2,"2, 3, 4",3,3,4,3,3,5,2,2,3,2,1,1,0,0,0,,0,20,10,3,1,1,3,10,1,1
251,3,"1, 2, 6",1,1,0,0,0,1,2,"1, 3",2,4,4,1,4,4,3,4,4,4,3,1,1,1,1,1,0,35,10,5,3,5,4,2,4,1
252,2,"1, 2, 4, 6",1,1,0,1,0,1,4,"1, 2, 3, 4",4,3,3,1,5,5,5,1,3,1,1,1,1,1,0,0,1,38,10,4,7,4,3,10,1,4
253,3,"1, 2, 6",1,1,0,0,0,1,2,"1, 2, 3, 4",4,4,5,1,5,5,1,1,4,1,1,1,1,0,0,,0,24,9,4,4,2,1,10,1,1
254,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,3,"2, 3, 4",3,4,4,4,4,5,4,4,5,5,2,1,0,0,0,0,1,36,8,4,5,2,3,8,2,4
255,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,3,"2, 3, 4",3,3,4,2,4,5,4,2,3,3,1,1,0,0,1,0,1,32,10,5,4,3,1,10,1,1
256,3,"1, 2",1,1,0,0,0,0,2,"1, 2, 3, 4",4,4,4,3,5,5,5,2,5,4,2,1,1,1,0,,0,23,1,4,4,2,3,1,2,1
257,2,"1, 2, 6",1,1,0,0,0,1,3,"1, 2, 4",3,3,3,4,3,5,5,3,1,3,"1, 2",2,0,0,0,1,1,27,10,4,6,2,1,8,1,4
258,3,"1, 2",1,1,0,0,0,0,1,"1, 2, 3, 4",4,4,5,1,3,4,1,1,3,1,2,1,1,0,0,1,0,30,10,4,4,2,2,10,2,1
259,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3",3,4,5,2,3,3,3,3,3,3,1,1,0,0,0,1,0,50,9,4,5,2,2,10,1,1
260,2,"1, 2, 5, 6",1,1,0,0,1,1,2,"2, 3, 4",3,4,5,3,4,4,4,5,4,4,2,1,1,0,0,0,0,45,7,5,5,2,1,13,4,3
261,2,"1, 2, 3, 4, 5",1,1,1,1,1,0,2,2,1,5,5,5,4,1,4,4,5,5,1,1,1,1,0,1,0,43,8,4,5,2,4,8,3,1
262,3,"1, 2",1,1,0,0,0,0,3,"1, 2, 3, 4",4,3,5,3,5,3,3,3,5,1,1,1,0,0,0,0,0,19,2,0,1,1,3,2,2,4
263,2,"2, 5, 6",0,1,0,0,1,1,4,"2, 3, 4",3,2,5,3,2,4,4,3,2,3,1,1,1,0,1,0,0,56,7,4,4,2,1,10,1,3
264,1,"1, 2, 5",1,1,0,0,1,0,2,"2, 4",2,5,5,1,5,2,4,5,5,4,2,1,1,0,0,1,0,58,8,6,5,2,1,10,1,1
265,2,"1, 2, 5",1,1,0,0,1,0,4,"2, 3",2,1,4,2,5,3,2,1,5,1,2,1,0,0,0,0,1,22,9,4,1,1,3,9,1,1
266,2,"1, 4, 5, 6",1,0,0,1,1,1,4,"2, 3, 4",3,5,3,3,5,5,5,4,4,4,3,1,1,0,0,0,1,46,13,4,5,3,3,10,1,1
267,3,6,0,0,0,0,0,1,1,1,1,3,4,1,4,4,5,4,4,2,2,1,0,0,0,1,0,26,13,4,5,2,2,13,3,2
268,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,1,"1, 2, 3, 4",4,3,4,2,4,4,4,3,4,3,2,1,1,0,0,,1,20,12,0,1,1,1,13,1,1
269,3,"1, 4, 5",1,0,0,1,1,0,1,"1, 2, 4",3,2,3,1,5,1,1,1,5,1,1,1,1,1,1,0,1,24,11,4,7,2,3,11,2,1
270,3,3,0,0,1,0,0,0,2,2,1,4,5,5,4,4,4,5,4,4,2,1,0,0,0,1,1,45,10,6,5,2,1,7,1,1
271,3,"1, 2, 4, 6",1,1,0,1,0,1,3,"1, 2, 3, 4",4,4,5,1,4,5,5,4,4,4,1,1,1,0,0,,0,35,10,5,5,2,1,13,1,1
272,2,"1, 2, 5, 6",1,1,0,0,1,1,3,"1, 2, 3, 4",4,4,5,1,4,5,5,4,4,4,1,1,1,0,0,1,0,27,10,4,4,2,3,10,1,1
273,3,"1, 2, 3, 4, 6",1,1,1,1,0,1,3,"2, 3, 4",3,5,5,4,5,5,4,4,4,5,3,1,1,1,0,1,0,25,9,4,5,2,4,9,3,1
274,1,"1, 2",1,1,0,0,0,0,2,1,1,3,3,3,3,3,3,3,4,4,2,1,0,0,0,0,1,38,10,5,7,5,1,10,1,4
275,2,"5, 6",0,0,0,0,1,1,4,"1, 2",2,3,3,4,4,2,2,2,3,3,1,1,0,0,0,0,0,40,7,5,5,2,3,7,2,3
276,2,"1, 4, 5, 6",1,0,0,1,1,1,4,"2, 3, 4",3,5,5,4,5,2,3,1,5,1,2,1,1,0,0,0,1,19,10,3,1,1,1,10,1,4
277,3,6,0,0,0,0,0,1,3,"3, 4",2,4,4,5,4,5,5,3,1,1,2,1,0,0,0,0,0,23,8,5,1,1,3,8,1,1
278,2,"1, 5",1,0,0,0,1,0,4,"1, 2, 3, 4",4,5,4,3,5,4,2,2,3,2,1,1,1,0,0,,1,40,6,4,4,4,1,13,1,4
279,2,"1, 2, 6",1,1,0,0,0,1,3,"1, 2, 4",3,4,5,3,4,5,3,1,3,1,1,1,1,0,0,,1,30,8,5,6,2,3,10,1,4
280,2,"1, 2, 4, 5",1,1,0,1,1,0,2,"1, 2, 3",3,3,3,3,2,4,4,2,2,2,2,1,0,0,0,,0,32,14,4,4,5,1,13,1,1
281,3,1,1,0,0,0,0,0,3,"1, 2, 3, 4",4,5,4,4,5,4,4,3,5,5,3,1,1,1,0,1,1,30,10,5,5,2,1,10,1,1
282,3,"1, 2, 3, 5, 6",1,1,1,0,1,1,3,"1, 2, 3, 4",4,5,5,5,4,2,2,3,4,2,"1, 2",2,1,0,0,,1,24,10,4,7,1,1,10,1,1
283,2,"1, 5",1,0,0,0,1,0,2,"1, 2, 3, 4",4,3,4,1,3,2,3,5,4,1,1,1,0,0,0,0,0,16,5,3,1,1,2,10,1,2
284,3,2,0,1,0,0,0,0,2,3,1,4,5,4,4,4,4,4,4,4,2,1,0,0,0,1,1,45,10,6,5,2,1,7,1,1
285,2,"1, 2, 4, 5",1,1,0,1,1,0,2,"1, 2, 4",3,4,4,1,5,1,1,4,5,3,2,1,1,0,0,0,0,42,2,4,5,2,3,2,2,4
286,3,"1, 5",1,0,0,0,1,0,2,"1, 2, 3, 4",4,5,4,1,5,4,1,1,1,1,2,1,1,0,0,0,0,25,9,5,7,2,1,9,1,4
287,2,6,0,0,0,0,0,1,3,2,1,3,4,2,4,5,4,3,4,2,1,1,0,0,0,1,0,24,10,4,5,2,3,10,1,1
288,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3, 4",4,5,4,2,4,4,2,4,4,4,1,1,1,0,0,1,1,27,10,4,7,2,1,10,1,1
289,2,"1, 2, 5",1,1,0,0,1,0,4,"1, 2, 3, 4",4,5,5,5,4,4,4,5,5,5,"3, 4, 2",3,1,1,1,1,1,30,5,4,7,2,3,5,2,3
290,3,"1, 6",1,0,0,0,0,1,3,"2, 3",2,3,3,2,5,4,4,3,4,4,1,1,1,0,0,,0,23,13,4,1,1,3,13,1,1
291,1,1,1,0,0,0,0,0,1,2,1,3,2,1,5,1,5,3,4,1,2,1,0,0,0,,1,37,7,5,7,2,1,7,1,4
292,2,"1, 2, 5",1,1,0,0,1,0,1,"1, 3, 4",3,5,4,2,5,2,1,3,4,4,1,1,1,0,0,,0,60,10,4,7,5,1,10,1,1
293,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3, 4",4,3,4,1,3,3,3,3,1,1,1,1,1,0,0,0,0,37,2,5,5,2,1,13,1,1
294,2,"1, 2, 4",1,1,0,1,0,0,4,"1, 2, 3",3,4,4,1,4,4,4,3,3,4,1,1,1,0,0,0,0,30,9,6,5,4,5,9,,1
295,3,"1, 6",1,0,0,0,0,1,2,"2, 3",2,2,2,1,1,5,3,1,1,1,1,1,0,0,0,,1,24,10,4,1,1,1,10,1,4
296,2,2,0,1,0,0,0,0,2,2,1,4,5,4,5,4,4,3,4,4,1,1,1,0,0,0,0,27,8,5,7,2,4,8,3,1
297,3,1,1,0,0,0,0,0,1,"2, 3",2,5,3,3,5,4,2,5,5,4,3,1,0,0,0,,1,34,14,4,1,1,1,13,1,4
298,3,"1, 2, 5, 6",1,1,0,0,1,1,3,"2, 3",2,4,4,1,3,4,2,1,1,1,2,1,1,0,0,0,0,24,9,5,4,2,3,9,1,1
299,2,"1, 2, 4, 5",1,1,0,1,1,0,2,"2, 3, 4",3,5,5,2,5,2,3,4,4,4,1,1,1,0,0,0,0,52,1,6,5,2,1,10,1,1
300,3,"4, 6",0,0,0,1,0,1,3,"3, 4",2,4,4,4,5,5,5,4,4,4,1,1,0,0,0,1,0,23,3,5,1,2,3,3,2,1
301,2,"2, 6",0,1,0,0,0,1,1,"2, 3, 4",3,4,5,1,4,4,1,4,4,1,2,1,0,0,0,0,0,42,10,4,5,2,4,10,3,1
302,3,"4, 5, 6",0,0,0,1,1,1,2,"1, 2",2,3,4,2,2,5,5,4,1,1,2,1,0,0,0,,0,30,13,5,4,3,1,13,1,1
303,3,6,0,0,0,0,0,1,3,3,1,4,5,4,4,5,4,3,4,3,1,1,1,0,0,0,1,20,1,0,1,1,3,1,2,1
304,3,"1, 2",1,1,0,0,0,0,1,"2, 4",2,5,5,3,4,1,1,4,3,3,2,1,1,0,0,,0,30,1,5,4,4,1,13,1,4
305,2,"1, 2, 4",1,1,0,1,0,0,1,"2, 3",2,5,5,1,5,5,5,5,5,4,1,1,0,0,0,1,1,20,8,4,1,1,4,8,3,4
306,2,"1, 2, 5, 6",1,1,0,0,1,1,2,"1, 2, 3",3,4,4,3,5,5,3,3,5,4,1,1,1,0,0,,0,21,10,4,1,1,3,10,1,4
307,3,"1, 2, 3, 4, 5",1,1,1,1,1,0,3,"1, 2, 3",3,5,4,4,5,4,4,5,4,4,2,1,0,0,0,,0,30,10,4,4,2,1,10,1,1
308,1,2,0,1,0,0,0,0,1,"2, 4",2,3,5,1,1,1,1,1,1,1,1,1,1,0,0,,0,21,10,0,1,1,1,10,1,1
309,3,4,0,0,0,1,0,0,3,2,1,5,5,5,5,5,5,4,5,5,3,1,0,0,0,1,0,27,10,5,5,2,1,10,1,2
310,3,"1, 2, 5",1,1,0,0,1,0,2,"2, 3",2,3,5,3,3,2,3,2,4,2,2,1,1,0,0,0,1,24,7,4,5,2,1,13,1,1
311,2,"1, 2, 5, 6",1,1,0,0,1,1,2,"1, 2, 4",3,3,4,1,5,4,3,1,4,4,1,1,0,0,0,1,0,29,10,4,5,2,1,10,1,1
312,2,"1, 2, 6",1,1,0,0,0,1,3,"1, 2, 3",3,5,5,3,3,4,2,2,3,1,1,1,1,0,0,0,1,31,13,4,1,2,5,15,1,1
313,2,"4, 5",0,0,0,1,1,0,1,3,1,3,1,1,1,3,2,5,4,1,1,1,0,0,0,0,1,17,1,3,1,1,1,13,1,1
314,3,"1, 4",1,0,0,1,0,0,1,"2, 3, 4",3,1,2,1,1,2,2,1,1,1,2,1,1,0,0,0,1,28,10,4,4,2,1,10,1,1
315,2,"1, 2",1,1,0,0,0,0,2,3,1,4,5,4,4,4,4,1,1,1,2,1,0,0,0,0,1,40,9,5,5,2,1,13,4,4
316,2,6,0,0,0,0,0,1,1,2,1,5,5,4,4,4,5,4,4,1,2,1,0,0,0,0,1,21,7,0,1,1,4,7,1,1
317,1,"1, 2, 4",1,1,0,1,0,0,1,"2, 3, 4",3,5,4,1,4,4,4,4,3,3,2,1,0,0,0,,1,37,10,4,5,2,3,10,1,1
318,2,"1, 2, 5",1,1,0,0,1,0,2,"2, 3",2,5,4,2,3,4,3,4,4,4,1,1,1,0,0,0,1,18,10,0,1,1,3,10,1,1
